3c8f6f5f-367e-4bea-9a61-e98a2f16e2f2,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14352
ea97d015-f45d-4362-9be7-67fe85d71eee,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14125
44730221-0796-48c4-8f76-07521883d25d,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14177
81298a0c-34de-47d3-86ec-6a29f2e75e52,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14142
3e31fe72-88f3-415c-9707-1b0845f08742,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14289
2e5fddae-4d68-4e12-8b73-03fc92fa57cc,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14218
467e01ec-e65d-4e98-aadb-caa03d1de84b,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14288
ff2fe9b1-b349-42c3-b8fc-f765dba2f0a1,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14198
11b06728-0844-43ba-907a-037c6e2d7184,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14267
332889ec-d745-4365-a38b-75697a992845,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},3519
24a629ec-a86d-47bc-a0f5-89c56ca9ef9a,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14159
bf309c12-9e6f-47d2-a285-d6f33f560f68,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14346
f5d4da1b-4140-40d5-8524-153ad689c163,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},1686
7466b6e1-b65b-460f-94cd-149618340722,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14204
29aee8f3-0216-42a1-9198-a643082885fc,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14348
530b6612-e3c0-42d6-a819-b472e06b8b89,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14285
0911473a-92da-495f-b267-3e70517e7621,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14305
d90b03e9-e605-4325-b419-941014042bdf,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},2378
ef3cec93-a9fc-4321-89e3-f8578432f02b,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14304
6a7f0fca-8aa5-46d4-9a62-7a25667cee4d,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},1805
2baf84f6-a5b6-4c56-a676-d2c9c4272329,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14163
3ddb5f5d-9a09-415e-984a-93e65e7ae0f8,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},2216
c52a0d35-dcf8-4ea4-8ba7-2ff1677dfdce,{'subject': '/Device/HarddiskVolume1/Windows/system32/PING.EXE'},14334
